brewery_type,city,state,country,is_micro
planning,Appomattox,Virginia,United States,0
planning,Newton,New Jersey,United States,0
brewpub,Sparta,New Jersey,United States,0
micro,LaVista,Nebraska,United States,1
micro,Warren,Michigan,United States,1
micro,Clinton Township,Michigan,United States,1
contract,La Crosse,Wisconsin,United States,0
micro,Bellingham,Washington,United States,1
micro,Bellingham,Washington,United States,1
location,Bellingham,Washington,United States,0
proprietor,Carlsbad,California,United States,0
planning,Whittier,California,United States,0
brewpub,Berwyn,Pennsylvania,United States,0
brewpub,La Conner,Washington,United States,0
micro,Albuquerque,New Mexico,United States,1
planning,Minneapolis,Minnesota,United States,0
planning,Bulverde,Texas,United States,0
micro,Vitrolles,Bouche du Rhône,France,1
micro,Palm Desert,California,United States,1
micro,La Verne,California,United States,1
brewpub,Agoura Hills,California,United States,0
micro,Portland,Oregon,United States,1
closed,Manchester,Connecticut,United States,0
micro,Tumbarumba,NSW,Australia,1
planning,Seattle,Washington,United States,0
micro,Adelaide,SA,Australia,1
micro,Denver,Colorado,United States,1
brewpub,Agoura Hills,California,United States,0
brewpub,Buffalo,New York,United States,0
brewpub,Lafayette,Indiana,United States,0
micro,Medina,Ohio,United States,1
brewpub,Medina,Ohio,United States,0
brewpub,Palm Harbor,Florida,United States,0
micro,Rancho Santa Margarita,California,United States,1
brewpub,Laguna Beach,California,United States,0
large,Chicago,Illinois,United States,0
large,Petaluma,California,United States,0
brewpub,Seattle,Washington,United States,0
brewpub,Waitsburg,Washington,United States,0
micro,Pulborough,West Sussex,England,1
micro,Lake Ann,Michigan,United States,1
micro,Reston,Virginia,United States,1
micro,Cedar Park,Texas,United States,1
micro,Lake Bluff,Illinois,United States,1
contract,Naperville,Illinois,United States,0
micro,Pontiac,Missouri,United States,1
brewpub,Charlevoix,Michigan,United States,0
micro,Manson,Washington,United States,1
brewpub,Lake City,Colorado,United States,0
micro,Geneva,New York,United States,1
micro,Chicago,Illinois,United States,1
brewpub,Fayetteville,North Carolina,United States,0
micro,Queensbury,New York,United States,1
micro,Arena,Wisconsin,United States,1
micro,Morisset,NSW,Australia,1
micro,Meering West,VIC,Australia,1
micro,Saint Paul,Minnesota,United States,1
planning,Williams,Minnesota,United States,0
brewpub,Lake Placid,New York,United States,0
brewpub,Celina,Ohio,United States,0
planning,Oak Park,Illinois,United States,0
micro,Liberty,Maine,United States,1
micro,Lake Stevens,Washington,United States,1
micro,Duluth,Minnesota,United States,1
brewpub,Grand Marais,Michigan,United States,0
micro,South Lake Tahoe,California,United States,1
brewpub,Mead,Oklahoma,United States,0
micro,Clear Lake,Iowa,United States,1
micro,Tallahassee,Florida,United States,1
regional,Milwaukee,Wisconsin,United States,0
micro,Minneapolis,Minnesota,United States,1
brewpub,Lakeville,Minnesota,United States,0
micro,Garland,Texas,United States,1
micro,Cambridge,Massachusetts,United States,1
micro,Lancaster,Pennsylvania,United States,1
micro,Noosaville,QLD,Australia,1
planning,El Reno,Oklahoma,United States,0
micro,Columbus,Ohio,United States,1
brewpub,Lander,Wyoming,United States,0
micro,Lakewood,Colorado,United States,1
micro,Greenville,Texas,United States,1
micro,Kailua,Hawaii,United States,1
brewpub,Lansing,Michigan,United States,0
micro,Seattle,Washington,United States,1
brewpub,Laotto,Indiana,United States,0
brewpub,Evergreen,Colorado,United States,0
brewpub,Waterloo,Iowa,United States,0
brewpub,Bellingham,Washington,United States,0
brewpub,Hove,East Sussex,England,0
brewpub,Rio Rancho,New Mexico,United States,0
brewpub,Susanville,California,United States,0
micro,Oakdale,California,United States,1
brewpub,Plymouth,New Hampshire,United States,0
brewpub,Knoxville,Tennessee,United States,0
brewpub,Wasilla,Alaska,United States,0
micro,Keystone,South Dakota,United States,1
micro,Rapid City,South Dakota,United States,1
micro,Upland,California,United States,1
micro,Austin,Texas,United States,1
micro,Point Pleasant Beach,New Jersey,United States,1
micro,Oakville,Connecticut,United States,1
micro,San Diego,California,United States,1
micro,Clydebank,West Dunbartonshire,Scotland,1
micro,Melbourne,VIC,Australia,1
micro,Vista,California,United States,1
brewpub,Portage,Michigan,United States,0
micro,Fort Lauderdale,Florida,United States,1
micro,Ponderay,Idaho,United States,1
micro,San Francisco,California,United States,1
micro,Bismarck,North Dakota,United States,1
nano,Amherst,New Hampshire,United States,0
micro,Aurora,Colorado,United States,1
micro,Uniontown,Pennsylvania,United States,1
brewpub,Portland,Oregon,United States,0
closed,Woodinville,Washington,United States,0
micro,Portland,Oregon,United States,1
brewpub,Albuquerque,New Mexico,United States,0
micro,Erie,Pennsylvania,United States,1
planning,Los Angeles,California,United States,0
brewpub,Lawrence,Kansas,United States,0
micro,Warren,Vermont,United States,1
micro,Mansfield,Ohio,United States,1
brewpub,Austin,Texas,United States,0
brewpub,Lincoln,Nebraska,United States,0
micro,Corpus Christi,Texas,United States,1
micro,Everett,Washington,United States,1
micro,Franklin,North Carolina,United States,1
brewpub,Ohiowa,Nebraska,United States,0
micro,Chaska,Minnesota,United States,1
micro,Kiln,Mississippi,United States,1
micro,Eau Claire,Wisconsin,United States,1
bar,Singapore,Singapore,Singapore,0
micro,Bertram,Texas,United States,1
planning,Prescott,Arizona,United States,0
micro,Denham Springs,Louisiana,United States,1
micro,Reno,Nevada,United States,1
planning,Santa Fe,New Mexico,United States,0
contract,Spearfish,South Dakota,United States,0
micro,Springdale,Pennsylvania,United States,1
micro,Ventura,California,United States,1
micro,Riverview,Florida,United States,1
planning,Lebanon,Pennsylvania,United States,0
brewpub,Intervale,New Hampshire,United States,0
micro,Westport,New York,United States,1
micro,San Clemente,California,United States,1
brewpub,Irvine,California,United States,0
micro,Denver,Colorado,United States,1
regional,Longmont,Colorado,United States,0
micro,Gainesville,Georgia,United States,1
micro,Greenfield,Massachusetts,United States,1
bar,Singapore,Singapore,Singapore,0
planning,Jacksonville,Florida,United States,0
micro,Oceanside,California,United States,1
micro,Opa Locka,Florida,United States,1
micro,Arlington,Texas,United States,1
brewpub,Rock Hill,South Carolina,United States,0
brewpub,Portsmouth,Virginia,United States,0
micro,Richmond,Virginia,United States,1
brewpub,Pretoria,Gauteng,South Africa,0
brewpub,Green Bay,Wisconsin,United States,0
brewpub,de Pere,Wisconsin,United States,0
micro,Anaheim,California,United States,1
brewpub,Charlotte,North Carolina,United States,0
brewpub,Legnica,dolnośląskie,Poland,0
brewpub,Buchanan,Michigan,United States,0
large,Milwaukee,Wisconsin,United States,0
micro,Harrodsburg,Kentucky,United States,1
micro,Lena,Illinois,United States,1
brewpub,Bakersfield,California,United States,0
micro,Dumbarton,West Dunbartonshire,Scotland,1
micro,Charlotte,North Carolina,United States,1
brewpub,Cedarville,Michigan,United States,0
micro,West Chester,Pennsylvania,United States,1
micro,Portland,Oregon,United States,1
brewpub,Salt Lake City,Utah,United States,0
micro,Hamilton,Missouri,United States,1
planning,Mount Victory,Ohio,United States,0
brewpub,Indiana,Pennsylvania,United States,0
micro,Helena,Montana,United States,1
planning,Lewistown,Montana,United States,0
brewpub,Asheville,North Carolina,United States,0
brewpub,Lexington,Michigan,United States,0
planning,Greenville,South Carolina,United States,0
brewpub,Portsmouth,New Hampshire,United States,0
brewpub,Hallowell,Maine,United States,0
micro,Long Beach,California,United States,1
brewpub,San Luis Obispo,California,United States,0
brewpub,High Point,North Carolina,United States,0
brewpub,Liberty,Maine,United States,0
brewpub,Myrtle Beach,South Carolina,United States,0
micro,Plymouth,Michigan,United States,1
micro,Livonia,Michigan,United States,1
brewpub,Houghton,Michigan,United States,0
brewpub,Laramie,Wyoming,United States,0
micro,Long Island City,New York,United States,1
micro,Goochland,Virginia,United States,1
contract,Arlington,Virginia,United States,0
micro,Red Bud,Illinois,United States,1
brewpub,Lexington,Kentucky,United States,0
micro,Stillwater,Minnesota,United States,1
micro,Grayslake,Illinois,United States,1
micro,Milwaukee,Wisconsin,United States,1
micro,Bloomington,Illinois,United States,1
micro,Lake Milton,Ohio,United States,1
contract,Batesville,Indiana,United States,0
brewpub,Lancing,Tennessee,United States,0
micro,Somerset West,Western Cape,South Africa,1
brewpub,Royal Oak,Michigan,United States,0
brewpub,Wichita,Kansas,United States,0
micro,Osage,Iowa,United States,1
planning,Manlius,New York,United States,0
planning,Lenexa,Kansas,United States,0
planning,Hilton Head Island,South Carolina,United States,0
planning,Pittsburgh,Pennsylvania,United States,0
micro,Burbank,California,United States,1
planning,Canandaigua,New York,United States,0
micro,Miami,Florida,United States,1
planning,Duncannon,Pennsylvania,United States,0
micro,Peachtree City,Georgia,United States,1
brewpub,Columbus,Ohio,United States,0
micro,Rathcoole,Dublin,Ireland,1
micro,East Greenwich,Rhode Island,United States,1
micro,Brooklyn,New York,United States,1
planning,Pittsburgh,Pennsylvania,United States,0
brewpub,Singapore,Singapore,Singapore,0
regional,Wilkes Barre,Pennsylvania,United States,0
brewpub,Cedar Rapids,Iowa,United States,0
brewpub,Neenah,Wisconsin,United States,0
micro,Lidgetton,KwaZulu-Natal,South Africa,1
brewpub,Geneseo,Illinois,United States,0
micro,York,Pennsylvania,United States,1
micro,Lafayette,Colorado,United States,1
brewpub,Portland,Maine,United States,0
micro,Corning,New York,United States,1
micro,Ithaca,New York,United States,1
brewpub,Nashua,New Hampshire,United States,0
micro,Worthing,West Sussex,England,1
micro,Cincinnati,Ohio,United States,1
planning,Indianapolis,Indiana,United States,0
micro,Concord,New Hampshire,United States,1
proprietor,Farmingdale,New York,United States,0
micro,Manhattan,Kansas,United States,1
micro,Stepney,SA,Australia,1
micro,Stepney,SA,Australia,1
micro,Beaverton,Oregon,United States,1
micro,Laura,SA,Australia,1
micro,Port Macquarie,NSW,Australia,1
micro,Greensboro,North Carolina,United States,1
micro,Raleigh,North Carolina,United States,1
large,Fremantle,WA,Australia,0
micro,Neptune City,New Jersey,United States,1
micro,Athens,Ohio,United States,1
planning,Bradenton,Florida,United States,0
micro,Deloraine,TAS,Australia,1
micro,Nashville,Tennessee,United States,1
planning,Chester,Connecticut,United States,0
micro,Denver,Colorado,United States,1
brewpub,Milford,Ohio,United States,0
micro,San Diego,California,United States,1
micro,Langhorne Creek,SA,Australia,1
planning,Winsted,Connecticut,United States,0
micro,Yahl,SA,Australia,1
micro,Scottsdale,TAS,Australia,1
closed,Spokane,Washington,United States,0
planning,Rochester,Minnesota,United States,0
brewpub,Silver City,New Mexico,United States,0
planning,Las Vegas,Nevada,United States,0
planning,Littleton,Colorado,United States,0
regional,del Valle,Texas,United States,0
micro,Highlands Ranch,Colorado,United States,1
micro,Littleton,Colorado,United States,1
brewpub,Peru,New York,United States,0
brewpub,Albuquerque,New Mexico,United States,0
micro,Milton,QLD,Australia,1
micro,Chicago,Illinois,United States,1
micro,North Charleston,South Carolina,United States,1
micro,Portsmouth,New Hampshire,United States,1
micro,Lobethal,SA,Australia,1
micro,Warners,New York,United States,1
micro,San Francisco,California,United States,1
micro,Tehachapi,California,United States,1
planning,Houston,Texas,United States,0
contract,Chicago,Illinois,United States,0
brewpub,Colorado Springs,Colorado,United States,0
micro,Littleton,Colorado,United States,1
micro,Loch,VIC,Australia,1
micro,Dumbarton,West Dunbartonshire,Scotland,1
micro,Mesa,Arizona,United States,1
planning,Akron,Ohio,United States,0
brewpub,Centerville,Ohio,United States,0
brewpub,Dayton,Ohio,United States,0
micro,Pittsford,New York,United States,1
micro,Stamford,Connecticut,United States,1
brewpub,Bolivar,Ohio,United States,0
brewpub,Sault Sainte Marie,Michigan,United States,0
brewpub,Scottsdale,Arizona,United States,0
micro,Woodinville,Washington,United States,1
micro,Malvern,Pennsylvania,United States,1
brewpub,Lodi,California,United States,0
brewpub,Lenoir,North Carolina,United States,0
micro,Burien,Washington,United States,1
micro,Columbia,Missouri,United States,1
micro,Saginaw,Michigan,United States,1
planning,Carmichael,California,United States,0
micro,Hood River,Oregon,United States,1
micro,Lolo,Montana,United States,1
brewpub,Los Gatos,California,United States,0
closed,Portland,Oregon,United States,0
brewpub,Flemington,New Jersey,United States,0
micro,Lonsdale,SA,Australia,1
brewpub,Big Sky,Montana,United States,0
micro,Portland,Maine,United States,1
micro,Magnolia,Texas,United States,1
micro,Lone Tree,Colorado,United States,1
micro,Parker,Colorado,United States,1
regional,Raleigh,North Carolina,United States,0
micro,Lebanon,Virginia,United States,1
brewpub,Prescott Valley,Arizona,United States,0
micro,Long Beach,California,United States,1
planning,Long Branch,New Jersey,United States,0
micro,Newberg,Oregon,United States,1
micro,Riverhead,New York,United States,1
micro,Providence,Rhode Island,United States,1
micro,Chester,New York,United States,1
micro,Denver,Colorado,United States,1
regional,Bridgewater Corners,Vermont,United States,0
brewpub,Long Valley,New Jersey,United States,0
planning,Radford,Virginia,United States,0
micro,Amarillo,Texas,United States,1
closed,San Diego,California,United States,0
micro,San Antonio,Texas,United States,1
micro,Portland,Oregon,United States,1
brewpub,Dewitt,Michigan,United States,0
micro,Winston,Oregon,United States,1
micro,Black Mountain,North Carolina,United States,1
micro,Natick,Massachusetts,United States,1
micro,Loomis,California,United States,1
brewpub,Ranier,Minnesota,United States,0
brewpub,Mc Cook,Nebraska,United States,0
micro,Wangolina,SA,Australia,1
planning,Knoxville,Tennessee,United States,0
micro,Canal Winchester,Ohio,United States,1
micro,Meridian,Idaho,United States,1
micro,Amherst,Virginia,United States,1
micro,Vancouver,Washington,United States,1
closed,Lopez Island,Washington,United States,0
regional,Woburn,Massachusetts,United States,0
micro,Lord Howe Island,NSW,Australia,1
micro,Corpus Christi,Texas,United States,1
micro,Hawthorne,California,United States,1
micro,Little Rock,Arkansas,United States,1
micro,Subiaco,WA,Australia,1
micro,Rapid City,South Dakota,United States,1
closed,Snohomish,Washington,United States,0
brewpub,Eureka,California,United States,0
